P_sat (Pa) at 298.15K, Delta_H (kJ/mol) at 298.15K, SMILES, carbon_number, ASA_carbon_number, aromatic_ring, non_aromatic_ring,double_bound_nonaromatic_ring, nonaromatic_CCCO, hydroxyl, aldehyde, ketone, carboxylic_acid,ester, ether, alicyclic_ether, aromatic_ether, nitrate, nitro, aromatic_hydroxyl, primary_amine,secondary_amine, tertiary_amine, aromatic_amine, primary_amide, secondary_amide, tertiary_amide,carbonylperoxynitrate, peroxide, hydroperoxide, peroxide_acid, nitrophenol, nitroester,log P_sat(T) [atm], Antoine_Eq for logP_sat(T) [atm], Enthalpy of vaporization (kJ/mol)
9240.95, 30.74, C(CN)N, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1175.16/T + (-3.25) + (0.0*T) + (1.0*log(T)), -, 22502.19 - (-0.03/T**2) - (-19.19/T)
5078.28, 41.83, CCCCCN, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2446.04/T + (2.11) + (-0.01*T) + (1.21*log(T)), -, 46837.29 - (0.13/T**2) - (-23.14/T)
13668.37, 37.39, CCCCN, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2034.79/T + (1.21) + (-0.0*T) + (1.07*log(T)), -, 38962.63 - (0.09/T**2) - (-20.46/T)
13668.37, 37.39, CC(C)CN, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2034.79/T + (1.21) + (-0.0*T) + (1.07*log(T)), -, 38962.63 - (0.09/T**2) - (-20.46/T)
13668.37, 37.39, CCC(C)N, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2034.79/T + (1.21) + (-0.0*T) + (1.07*log(T)), -, 38962.63 - (0.09/T**2) - (-20.46/T)
35951.47, 32.94, CCCN, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1623.54/T + (0.31) + (-0.0*T) + (0.93*log(T)), -, 31087.97 - (0.04/T**2) - (-17.77/T)
13668.37, 37.39, CC(C)(C)N, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2034.79/T + (1.21) + (-0.0*T) + (1.07*log(T)), -, 38962.63 - (0.09/T**2) - (-20.46/T)
35951.47, 32.94, CC(C)N, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1623.54/T + (0.31) + (-0.0*T) + (0.93*log(T)), -, 31087.97 - (0.04/T**2) - (-17.77/T)
96764.62, 28.5, CCN, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1212.3/T + (-0.58) + (0.0*T) + (0.79*log(T)), -, 23213.3 - (-0.01/T**2) - (-15.08/T)
254516.89, 24.05, CN, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -801.05/T + (-1.48) + (0.0*T) + (0.65*log(T)), -, 15338.64 - (-0.06/T**2) - (-12.4/T)
412.78, 56.59, CCCCNCCCC, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4220.63/T + (8.51) + (-0.02*T) + (1.6*log(T)), -, 80817.54 - (0.38/T**2) - (-30.6/T)
2922.24, 47.7, CCCNCCC, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3398.14/T + (6.71) + (-0.01*T) + (1.32*log(T)), -, 65068.21 - (0.28/T**2) - (-25.23/T)
967.65, 46.76, CN(C)O, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2478.52/T + (3.95) + (-0.0*T) + (0.52*log(T)), -, 47459.16 - (0.04/T**2) - (-10.03/T)
7865.32, 43.25, CCCCNC, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2986.89/T + (5.81) + (-0.01*T) + (1.18*log(T)), -, 57193.55 - (0.23/T**2) - (-22.54/T)
2922.24, 47.7, CC(C)NC(C)C, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3398.14/T + (6.71) + (-0.01*T) + (1.32*log(T)), -, 65068.21 - (0.28/T**2) - (-25.23/T)
20687.91, 38.81, CCNCC, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2575.64/T + (4.92) + (-0.01*T) + (1.04*log(T)), -, 49318.89 - (0.18/T**2) - (-19.85/T)
20687.91, 38.81, CC(C)NC, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2575.64/T + (4.92) + (-0.01*T) + (1.04*log(T)), -, 49318.89 - (0.18/T**2) - (-19.85/T)
146459.18, 29.92, CNC, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1753.14/T + (3.12) + (-0.0*T) + (0.76*log(T)), -, 33569.56 - (0.09/T**2) - (-14.48/T)
5078.28, 47.0, CCN(CC)CC, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2930.4/T + (5.26) + (-0.01*T) + (1.03*log(T)), -, 56111.95 - (0.17/T**2) - (-19.82/T)
94561.99, 33.67, CN(C)C, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1696.66/T + (2.57) + (-0.0*T) + (0.61*log(T)), -, 32487.97 - (0.03/T**2) - (-11.75/T)
0.0, 87.8, Cc1cc(ccc1N)C(=O)O, 8, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5090.12/T + (6.95) + (-0.01*T) + (0.96*log(T)), -, 97466.75 - (0.17/T**2) - (-18.35/T)
0.0, 87.8, Cc1cc(cc(c1)N)C(=O)O, 8, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5090.12/T + (6.95) + (-0.01*T) + (0.96*log(T)), -, 97466.75 - (0.17/T**2) - (-18.35/T)
0.0, 87.8, Cc1c(cccc1N)C(=O)O, 8, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5090.12/T + (6.95) + (-0.01*T) + (0.96*log(T)), -, 97466.75 - (0.17/T**2) - (-18.35/T)
0.0, 87.8, Cc1cccc(c1C(=O)O)N, 8, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5090.12/T + (6.95) + (-0.01*T) + (0.96*log(T)), -, 97466.75 - (0.17/T**2) - (-18.35/T)
0.0, 87.8, Cc1ccc(c(c1)C(=O)O)N, 8, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5090.12/T + (6.95) + (-0.01*T) + (0.96*log(T)), -, 97466.75 - (0.17/T**2) - (-18.35/T)
0.0, 87.8, Cc1cccc(c1N)C(=O)O, 8, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5090.12/T + (6.95) + (-0.01*T) + (0.96*log(T)), -, 97466.75 - (0.17/T**2) - (-18.35/T)
42.24, 60.44, Cc1ccccc1N, 7, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3880.08/T + (7.15) + (-0.01*T) + (1.05*log(T)), -, 74296.57 - (0.22/T**2) - (-20.03/T)
16.06, 64.89, Cc1ccc(c(c1)C)N, 8, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4291.33/T + (8.05) + (-0.01*T) + (1.19*log(T)), -, 82171.23 - (0.27/T**2) - (-22.71/T)
16.06, 64.89, CCc1ccc(cc1)N, 8, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4291.33/T + (8.05) + (-0.01*T) + (1.19*log(T)), -, 82171.23 - (0.27/T**2) - (-22.71/T)
16.06, 64.89, Cc1cccc(c1N)C, 8, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4291.33/T + (8.05) + (-0.01*T) + (1.19*log(T)), -, 82171.23 - (0.27/T**2) - (-22.71/T)
42.24, 60.44, Cc1cccc(c1)N, 7, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3880.08/T + (7.15) + (-0.01*T) + (1.05*log(T)), -, 74296.57 - (0.22/T**2) - (-20.03/T)
42.24, 60.44, Cc1ccc(cc1)N, 7, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3880.08/T + (7.15) + (-0.01*T) + (1.05*log(T)), -, 74296.57 - (0.22/T**2) - (-20.03/T)
16.06, 64.89, CCNc1ccccc1, 8, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4291.33/T + (8.05) + (-0.01*T) + (1.19*log(T)), -, 82171.23 - (0.27/T**2) - (-22.71/T)
42.24, 60.44, CNc1ccccc1, 7, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3880.08/T + (7.15) + (-0.01*T) + (1.05*log(T)), -, 74296.57 - (0.22/T**2) - (-20.03/T)
16.06, 64.89, CN(C)c1ccccc1, 8, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4291.33/T + (8.05) + (-0.01*T) + (1.19*log(T)), -, 82171.23 - (0.27/T**2) - (-22.71/T)
113.69, 56.0, c1ccc(cc1)N, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3468.83/T + (6.25) + (-0.01*T) + (0.91*log(T)), -, 66421.91 - (0.18/T**2) - (-17.34/T)
42.24, 60.44, CNc1ccccc1, 7, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3880.08/T + (7.15) + (-0.01*T) + (1.05*log(T)), -, 74296.57 - (0.22/T**2) - (-20.03/T)
221.67, 51.06, CCN(CC)CC(=O)C, 7, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3355.4/T + (6.68) + (-0.01*T) + (0.9*log(T)), -, 64249.82 - (0.21/T**2) - (-17.2/T)
1569.34, 42.18, CC(=O)CN(C)C, 5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2532.9/T + (4.89) + (-0.01*T) + (0.62*log(T)), -, 48500.49 - (0.11/T**2) - (-11.83/T)
0.0, 97.51, C(CO)N(CCO)CCO, 6, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5106.52/T + (7.74) + (-0.0*T) + (0.34*log(T)), -, 97780.73 - (0.02/T**2) - (-6.47/T)
0.25, 77.1, Cc1cc(ccc1O)C(C)(C)C, 11, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5369.6/T + (8.91) + (-0.02*T) + (1.7*log(T)), -, 102818.23 - (0.4/T**2) - (-32.61/T)
0.6, 69.33, c1cc(ccc1C=O)O, 7, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4454.11/T + (6.31) + (-0.01*T) + (1.32*log(T)), -, 85288.22 - (0.26/T**2) - (-25.28/T)
0.54, 63.39, CC(=O)c1ccc(cc1)O, 8, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4149.6/T + (6.74) + (-0.01*T) + (1.01*log(T)), -, 79457.45 - (0.25/T**2) - (-19.25/T)
0.14, 75.27, c1ccc2c(c1)cccc2O, 10, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4923.33/T + (7.09) + (-0.02*T) + (1.47*log(T)), -, 94272.88 - (0.31/T**2) - (-28.13/T)
0.14, 75.27, c1ccc2cc(ccc2c1)O, 10, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4923.33/T + (7.09) + (-0.02*T) + (1.47*log(T)), -, 94272.88 - (0.31/T**2) - (-28.13/T)
0.07, 82.9, CCc1ccc(cc1)C(=O)O, 9, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4891.94/T + (6.35) + (-0.01*T) + (1.23*log(T)), -, 93671.88 - (0.2/T**2) - (-23.63/T)
0.03, 87.34, CCCc1ccc(cc1)C(=O)O, 10, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5303.19/T + (7.24) + (-0.01*T) + (1.37*log(T)), -, 101546.54 - (0.25/T**2) - (-26.32/T)
0.01, 91.79, CCCCc1ccc(cc1)C(=O)O, 11, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5714.44/T + (8.14) + (-0.02*T) + (1.51*log(T)), -, 109421.2 - (0.3/T**2) - (-29.0/T)
0.0, 96.23, CCCCCc1ccc(cc1)C(=O)O, 12, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6125.68/T + (9.04) + (-0.02*T) + (1.65*log(T)), -, 117295.86 - (0.34/T**2) - (-31.69/T)
0.0, 100.67, CCCCCCc1ccc(cc1)C(=O)O, 13, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6536.93/T + (9.93) + (-0.02*T) + (1.8*log(T)), -, 125170.53 - (0.39/T**2) - (-34.38/T)
2.17, 74.42, CCCCOC(=O)c1ccccc1, 11, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5308.98/T + (8.28) + (-0.02*T) + (2.05*log(T)), -, 101657.54 - (0.44/T**2) - (-39.22/T)
2.17, 74.42, CC(C)COC(=O)c1ccccc1, 11, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5308.98/T + (8.28) + (-0.02*T) + (2.05*log(T)), -, 101657.54 - (0.44/T**2) - (-39.22/T)
36.79, 62.84, CCCCOCCOC(=O)C, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4254.6/T + (4.66) + (-0.02*T) + (2.01*log(T)), -, 81467.98 - (0.34/T**2) - (-38.48/T)
5.7, 69.98, CCCOC(=O)c1ccccc1, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4897.74/T + (7.39) + (-0.02*T) + (1.91*log(T)), -, 93782.88 - (0.39/T**2) - (-36.54/T)
15.34, 65.53, COC(=O)Cc1ccccc1, 9, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4486.49/T + (6.49) + (-0.02*T) + (1.77*log(T)), -, 85908.22 - (0.34/T**2) - (-33.85/T)
15.34, 65.53, CCOC(=O)c1ccccc1, 9, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4486.49/T + (6.49) + (-0.02*T) + (1.77*log(T)), -, 85908.22 - (0.34/T**2) - (-33.85/T)
40.34, 61.09, COC(=O)c1ccccc1, 8, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4075.24/T + (5.59) + (-0.02*T) + (1.63*log(T)), -, 78033.56 - (0.3/T**2) - (-31.16/T)
40.34, 61.09, CC(=O)Oc1ccccc1, 8, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4075.24/T + (5.59) + (-0.02*T) + (1.63*log(T)), -, 78033.56 - (0.3/T**2) - (-31.16/T)
188.68, 58.47, CCCCCCC(=O)OC, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4110.27/T + (6.51) + (-0.02*T) + (1.72*log(T)), -, 78704.25 - (0.34/T**2) - (-32.96/T)
188.68, 58.47, CCCCCCOC(=O)C, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4110.27/T + (6.51) + (-0.02*T) + (1.72*log(T)), -, 78704.25 - (0.34/T**2) - (-32.96/T)
188.68, 58.47, CCCCCC(=O)OCC, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4110.27/T + (6.51) + (-0.02*T) + (1.72*log(T)), -, 78704.25 - (0.34/T**2) - (-32.96/T)
188.68, 58.47, CCCC(=O)OCC(C)C, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4110.27/T + (6.51) + (-0.02*T) + (1.72*log(T)), -, 78704.25 - (0.34/T**2) - (-32.96/T)
188.68, 58.47, CCCCC(=O)OCCC, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4110.27/T + (6.51) + (-0.02*T) + (1.72*log(T)), -, 78704.25 - (0.34/T**2) - (-32.96/T)
188.68, 58.47, CCOC(=O)CCC(C)C, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4110.27/T + (6.51) + (-0.02*T) + (1.72*log(T)), -, 78704.25 - (0.34/T**2) - (-32.96/T)
188.68, 58.47, CCCCC(=O)OC(C)C, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4110.27/T + (6.51) + (-0.02*T) + (1.72*log(T)), -, 78704.25 - (0.34/T**2) - (-32.96/T)
188.68, 58.47, CCCOC(=O)CC(C)C, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4110.27/T + (6.51) + (-0.02*T) + (1.72*log(T)), -, 78704.25 - (0.34/T**2) - (-32.96/T)
188.68, 58.47, CCCC(=O)OCC(C)C, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4110.27/T + (6.51) + (-0.02*T) + (1.72*log(T)), -, 78704.25 - (0.34/T**2) - (-32.96/T)
188.68, 58.47, CC(C)COC(=O)C(C)C, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4110.27/T + (6.51) + (-0.02*T) + (1.72*log(T)), -, 78704.25 - (0.34/T**2) - (-32.96/T)
1335.72, 49.58, CCCCC(=O)OC, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3287.77/T + (4.72) + (-0.01*T) + (1.44*log(T)), -, 62954.92 - (0.24/T**2) - (-27.58/T)
1335.72, 49.58, CCCC(=O)OCC, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3287.77/T + (4.72) + (-0.01*T) + (1.44*log(T)), -, 62954.92 - (0.24/T**2) - (-27.58/T)
1335.72, 49.58, CC(C)CC(=O)OC, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3287.77/T + (4.72) + (-0.01*T) + (1.44*log(T)), -, 62954.92 - (0.24/T**2) - (-27.58/T)
1335.72, 49.58, CC(C)COC(=O)C, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3287.77/T + (4.72) + (-0.01*T) + (1.44*log(T)), -, 62954.92 - (0.24/T**2) - (-27.58/T)
1335.72, 49.58, CCOC(=O)C(C)C, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3287.77/T + (4.72) + (-0.01*T) + (1.44*log(T)), -, 62954.92 - (0.24/T**2) - (-27.58/T)
0.38, 75.52, COC(=O)c1ccccc1C(=O)OC, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5291.08/T + (6.43) + (-0.02*T) + (2.21*log(T)), -, 101314.73 - (0.43/T**2) - (-42.39/T)
0.38, 75.52, COC(=O)c1cccc(c1)C(=O)OC, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5291.08/T + (6.43) + (-0.02*T) + (2.21*log(T)), -, 101314.73 - (0.43/T**2) - (-42.39/T)
0.38, 75.52, COC(=O)c1ccc(cc1)C(=O)OC, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5291.08/T + (6.43) + (-0.02*T) + (2.21*log(T)), -, 101314.73 - (0.43/T**2) - (-42.39/T)
1.68, 68.76, COC(=O)C1CCCC(C1)C(=O)OC, 10, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5413.38/T + (9.14) + (-0.03*T) + (2.2*log(T)), -, 103656.62 - (0.53/T**2) - (-42.19/T)
1.76, 72.91, CCOC(=O)CCCCC(=O)OCC, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5326.11/T + (7.35) + (-0.02*T) + (2.31*log(T)), -, 101985.42 - (0.48/T**2) - (-44.19/T)
